PlanName,DataEntryCode,source_IncomeStatement,notes_IncomeStatement,initials_IncomeStatement_check,FVChange_SecLend,expense_SecLendMgmtFees,FVChange_SecLend_UG,CAFR_check,AV_check,LastYearOfData_check,ppd_id,EEGroupID,TierID,fy,contrib_EE_regular,contrib_ER_regular,contrib_ER_state,contrib_EE_PurchaseService,contrib_EE_other,contrib_ER_other,contrib_other,contrib_tot,FairValueChange_investments,FairValueChange_RealEstate,income_interest,income_dividends,income_InterestAndDividends,income_RealEstate,income_PrivateEquity,income_alternatives,income_international,income_OtherInvestments,expense_RealEstate,expense_PrivateEquity,expense_alternatives,expense_OtherInvestments,expense_investments,income_SecuritiesLending,expense_SecuritiesLending,income_SecuritiesLendingRebate,income_OtherAdditions,income_net,expense_TotBenefits,expense_RetBenefits,expense_DisabilityBenefits,expense_DeathBenefits,expense_DROPBenefits,expense_SurvivorBenefits,expense_COLABenefits,expense_LumpSumBenefits,expense_OtherBenefits,expense_refunds,expense_AdminExpenses,expense_Depreciation,expense_OtherDeductions,expense_net,adjustment_MktAssets,MktAssets_net
Minnesota PERF,,,MinnesotaPERACAFR,cmg,,-1250,,,,,56,0,0,2006,235901,255531,,,,,,491432,620818,,78253,95965,174218,,,,,,,,,,-16745,61533,-57389,-56139,552955,1826822,-748391,-748391,,,,,,,,-26452,-9029,,-3093,-786965,,11785556
Minnesota PERF,,,MinnesotaPERACAFR,cmg,,-1461,,,,,56,0,0,2007,260907,283419,,,,,,544326,1450239,,95177,101405,196582,,,,,,,,,,-18946,96279,-91423,-89962,577583,2754640,-784013,-784013,,,,,,,,-25745,-9061,,-2918,-821737,,13718459
Minnesota PERF,,,MinnesotaPERACAFR,cmg,,-3435,,,,,56,0,0,2008,280007,303304,,,,,,583311,-1474648,,100389,110178,210567,,,,,,,,,,-19104,82852,-69347,-65912,603955,-82414,-824372,-824372,,,,,,,,-28772,-9473,,-3245,-865862,,12770183
Minnesota PERF,,,MinnesotaPERACAFR,cmg,,-2799,,,,,56,0,0,2009,298381,328603,,,,,,626984,-3162044,,72632,88712,161344,,,,,,,,,,-14140,28751,-12893,-10094,621065,-1750933,-863910,-863910,,,,,,,,-26887,-9706,,-1895,-902398,,10116852
Minnesota PERF,,,MinnesotaPERACAFR,jp,,-1120,,1,1,,56,0,0,2010,303571,342678,,,,,,646249,1256745,,119092,153745,272837,,,,,,,,,,-16139,9140,-2797,-1677,241,2166276,-906300,-906300,,,,,,,,-28770,-9476,,,-944546,,11338582
Minnesota PERF,,,MinnesotaPERACAFR,gl,,-2755,,,,,56,0,0,2011,311115,357596,,,,,,668711,2622424,,0,0,0,,,,,,,,,,-18955,7719,-3620,-865,435,3276714,-950708,-950708,,,,,,,,-38218,-9748,,,-998674,,13616622
Minnesota PERF,,,MinnesotaPERACAFR,cm,,-4191,,,,,56,0,0,2012,321412,368037,,,,,,689449,332592,,0,0,0,,,,,,,,,,-18479,10800,-4496,-305,564,1010430,-1000644,-1000644,,,,,,,,-39105,-9650,,,-1049399,,13577653
Minnesota PERF,,,,CM,,-3680,,,,,56,0,0,2013,327933,372652,,,,,,700585,1917655,,0,0,0,,,,,,,,,,-20676,11081,-4314,-634,0,2604331,-1051591,-1051591,,,,,,,,-35865,-9897,,-23,-1097376,,15084608
Minnesota PERF,,2014 PERA CAFR p 26,,CM,,-3345,,,,,56,0,0,2014,334495,382251,,,,,,716746,2778027,,,,,,,,,,,,,,-24193,10457,-3437,-92,605,3478205,-1109866,-1109866,,,,,,,,-38264,-9861,,,-1157991,,17404822
Minnesota PERF,,2015 PERA CAFR p 26,,TP(cM),,-3794,,,,,56,0,0,2015,353765,435115,0,,,,,788880,793705,,,,,,,,,,,,,,-25708,13843,-4336,-542,278,1566662,-1235303,-1235303,,,,,,,,-35655,-10367,,,-1281325,891636,18581795
Minnesota PERF,,2016 PERA CAFR p 30,"""INCLUDES IN MINNEAPOLIS EMPLOYEE RETIREMENT FUND""",CM,,-3915,,,,,56,0,0,2016,375291,459978,6000,,,,,841269,-8036,,,,,,,,,,,,,,-24011,18886,-7690,-3775,431,820849,-1359176,-1359176,,,,,,,,-37209,-11110,,,-1407495,,17995149
Minnesota State Employees,,,,cmg,,-1190,,,,,57,0,0,2001,74364,73362,,,,,,147726,-526218,,,,,,,,,,,,,,-6283,40566,-37147,-35957,7408,-373948,-270558,-270558,,,,,,,,-9750,-3738,,-3197,-287243,,6890858
Minnesota State Employees,,,,cmg,,-1350,,,,,57,0,0,2002,79487,76614,,,,,,156101,-540629,,,,,,,,,,,,,,-5678,16207,-12246,-10896,6611,-379634,-296687,-296687,,,,,,,,-8068,-3942,,-2811,-311508,,6199716
Minnesota State Employees,,,,kn,,-825,,,,,57,0,0,2003,83850,80399,,,,,,164249,122256,,,,,,,,,,,,,,-8323,9336,-6916,-6091,9766,290368,-311472,-311472,,,,,,,,-8195,-4191,,-2172,-326030,,6164054
Minnesota State Employees,,,,kn,,-684,,,,,57,0,0,2004,82103,78622,,,,,,160725,986361,,,,,,,,,,,,,,-8975,8113,-5860,-5176,7876,1148240,-328546,-328546,,,,,,,,-10777,-4673,,-1696,-345692,,6966602
Minnesota State Employees,,,,kn,,-750,,,,,57,0,0,2005,83101,80312,,,,,,163413,739543,,,,,,,,,,,,,,-9970,21026,-18498,-17748,12639,908153,-347959,-347959,,,,,,,,-10707,-4336,,-693,-363695,,7511060
Minnesota State Employees,,,,kn,,-890,,,,,57,0,0,2006,85379,82645,,,,,,168024,924710,,,,,,,,,,,,,,-12028,43745,-40795,-39905,11760,1095416,-366797,-366797,,,,,,,,-12555,-4588,,-1495,-385435,,8221041
Minnesota State Employees,,,,kn,,-1012,,,,,57,0,0,2007,89447,86492,,,,,,175939,1513066,,,,,,,,,,,,,,-13038,66602,-63240,-62228,17609,1696938,-392058,-392058,,,,,,,,-11102,-4916,,-2898,-410974,,9507005
Minnesota State Employees,,,,kn,,-2364,,,,,57,0,0,2008,99280,96746,,,,,,196026,-470848,,,,,,,,,,,,,,-13286,56972,-47683,-45319,13532,-265287,-418757,-418757,,,,,,,,-11676,-5152,,-2993,-438578,,8803140
Minnesota State Employees,,,,kn,,-1902,,,,,57,0,0,2009,108866,107211,,,,,,216077,-1675504,,,,,,,,,,,,,,-9656,19518,-8745,-6843,15246,-1443064,-445792,-445792,,,,,,,,-10907,-5320,,-939,-462958,,6897118
Minnesota State Employees,,,,jp,,-760,,1,,,57,0,0,2010,115181,113716,,,,,0,228897,1047553,,,,,,,,,,,,,,-10990,6210,-1900,-1140,14939,1284709,-473447,-473447,,,,,,,,-9733,-5771,,-345,-489296,,7692531
Minnesota State Employees,,,,cm,,-1864,,,,,57,0,0,2011,122029,118563,,,,,,240592,1774354,,,,,,,,,,,,,,-12820,5222,-2449,-585,24975,2029874,-505573,-505573,,,,,,,,-14206,-6064,,-325,-526168,,9196237
Minnesota State Employees,,,,cm,,-2811,,,,,57,0,0,2012,118358,115159,,,,,,233517,222061,,,,,,,,,,,,,,-12402,7244,-3016,-205,24677,472081,-552088,-552088,,,,,,,,-11573,-6341,,-219,-570221,,9098097
Minnesota State Employees,,,,CM,,-2448,,,,,57,0,0,2013,124150,121673,,,,,,245823,1284565,,,,,,,,,,,,,,-13759,7372,-2870,-422,21565,1542696,-586256,-586256,,,,,,,,-12222,-8589,,-227,-607294,,10033499
Minnesota State Employees,,2014 State CAFR p 216,,CM,,-2209,,,,,57,0,0,2014,131033,128037,,,,,,259070,1840969,,,,,,,,,,,,,,-15986,6908,-2270,-61,21014,2109705,-623942,-623942,,,,,,,,-11986,-8125,,-486,-644539,-61,11498604
Minnesota State Employees,,2015 State CAFR p 232,,TP,,,,,,,57,0,0,2015,149293,146333,,,,,,295626,511271,,,,,,,,,,,,,,-16183,8878,-2781,,30401,827212,-665821,-665821,,,,,,,,-12026,-8742,,-908,-687497,,11638319
Minnesota State Employees,,2016 State CAFR p 232,,TF,,,,,,,57,0,0,2016,153854,151168,,,,,,305022,-1612,,,,,,,,,,,,,,-14989,11752,-4784,,20751,316140,-707361,-707361,,,,,,,,-13345,-10196,,-470,-731394,,11223065
Minnesota Teachers,,,,kn,,-2705.377,,,,,58,0,0,2001,145075.285,139799.408,,,,,388.507999999999,285263.201,-2943048.052,,181302.621,189553.537,370856.1580000001,,,,,1331085.754,,,,,-11052.656,95031.97100000001,-87213.75500000001,-84508.3779999999,2767.786,-956309.592999999,-870248.2559999989,-861398.967999999,,,,,,,-8849.288000000001,-7608.83899999999,-13077.718,,,-890934.812999999,,15902335.9619999
Minnesota Teachers,,,,kn,,-3137.036,,,,,58,0,0,2002,152331.067,142221.589,,,,,1121.98399999999,295674.64,-2195698.481,,32616.666,11281.189,43897.855,,,,,915878.0330000001,,,,,-9558.801999999991,38380.207,-29086.3509999999,-25949.3149999999,3366.42,-937146.4790000001,-947162.294,-945222.3490000001,,,,,,,-1939.945,-7353.363,-12911.651,,,-967427.307999999,,13997762.175
Minnesota Teachers,,,,kn,,-1838.229,,,,,58,0,0,2003,155577.147999999,149480.51,,,,,1489.708,306547.365999999,-437901.728999999,,104606.428,8947.91,113554.338,,,,,630989.513999999,,,,,-18958.15,20937.625,-15536.5239999999,-13698.295,2927.201,602559.640999999,-978900.812999999,-976976.9089999991,,,,,,,-1923.904,-6656.19099999999,-13158.348,,,-998715.351999999,,13601606.463
Minnesota Teachers,,,,kn,,-1502.559,,,,,58,0,0,2004,159139.548,151028.910999999,,,,,3365.99699999999,313534.456,811099.530999999,,74255.5069999999,561775.797,636031.3039999999,,,,,773145.895,,,,,-20450.572,17920.892,-12959.555,-11456.9959999999,3900.007,2522221.958,-1008983.85,-1005044.474,,,,,,,-3939.376,-6861.70799999999,-12179.212,,,-1028024.77,,15095803.651
Minnesota Teachers,,,,kn,,-1606.194,,,,,58,0,0,2005,160982.003999999,157693.09,,,,,2985.078,321660.172,143278.199,,90316.82799999991,447447.973,537764.8009999999,,,,,911299.2999999999,,,,,-22236.1349999999,45128.62,-39715.2439999999,-38109.05,3310.681,1900490.394,-1050062.911,-1045455.447,,,,,,,-4607.464,-6744.116,-10883.151,,,-1067690.178,,15928603.867
Minnesota Teachers,,,,kn,,-1879.334,,,,,58,0,0,2006,177084.905999999,179021.625999999,,,,,3182.223,359288.755,1295522.50099999,,64801.9519999999,613115.552,677917.504,,,,,,,,,,-27792.381,90396.59,-84265.8479999999,-82386.51399999989,29494.0989999999,2340561.22,-1226068.299,-1221029.801,,,,,,,-5038.498,-11872.504,-11912.7009999999,,,-1249853.504,745214.8550000005,17764526.441
Minnesota Teachers,,,,kn,,-2125.797,,,,,58,0,0,2007,199868.969,187338.731999999,,,,,25413.403,412621.103999999,2241864.12099999,,98826.387,736619.361,835445.748,,,,,,,,,,-27883.1719999999,139993.008999999,-132927.611999999,-130801.815,4368.274,3473481.472,-1276402.483,-1269560.379,,,,,,,-6842.104,-12088.1929999999,-10635.365,,,-1299126.041,,19938881.872
Minnesota Teachers,,,,kn,,-4876.408,,,,,58,0,0,2008,209592.461,209716.766999999,,,,,25398.6,444707.827999999,-1414385.632,,130478.796,366180.688,496659.4840000001,,,,,,,,,,-27491.8309999999,117616.270999999,-98442.432,-93566.02400000001,3975.708,-477360.603999999,-1332524.28299999,-1327282.90299999,,,,,,,-5241.38,-11770.0859999999,-10261.1389999999,,,-1354555.50799999,,18106965.76
Minnesota Teachers,,,,kn,,-3839.722,,,,,58,0,0,2009,212042.535,220270.171999999,,,,,22749.233,455061.94,-3320259.07599999,,,,,,,,,,,,,,-19864.465,39497.3539999999,-17742.1029999999,-13902.3809999999,4225.19499999999,-2859081.15499999,-1389021.51799999,-1381366.26099999,,,,,,,-7655.257,-14429.351,-10608.003,,,-1414058.872,,13833825.7329999
Minnesota Teachers,,,,jp,,-1477.651,,1,,,58,0,0,2010,214908.96,220538.486,,,,,22806.468,458253.913999999,2100982.87,,,,,,,,,,,,,,-21716.0829999999,12064.7379999999,-3691.684,-2214.03299999999,3593.237,2549487,-1422578.335,-1421381.713,,,,,,,-1196.622,-11607.0859999999,-9587.52399999999,,,-1443772.945,,14939539.7799999
Minnesota Teachers,,,,gl,,-3507.688,,,,,58,0,0,2011,218023.736,222722.891,,,,,22801.064,463547.690999999,3409061.163,,,,,,,,,,,,,,-24149.5509999999,9827.47899999999,-4608.476000000001,-1100.788,4271.13,3857949.436,-1460836.392,-1459549.676,,,,,,,-1286.71599999999,-23812.985,-9264.278,,,-1493913.655,,17303575.561
Minnesota Teachers,,,,cm,,-5153.844,,,,,58,0,0,2012,239833.92,244934.613,,,,,22585.884,507354.417,398195.49,,,,,,,,,,,,,,-22756.8529999999,13277.914,-5529.392,-375.548,4069.789,894611.3649999989,-1486386.832,-1485527.42,,,,,,,-859.412,-11835.977,-10023.4879999999,,,-1508246.297,,16689940.629
Minnesota Teachers,,,,CM,,-4393.618,,,,,58,0,0,2013,265808.686,270708.108,,,,,21746.15,558262.944,2326918.279,,,,,,,,,,,,,,-24701.749,13229.614,-5150.737,-757.119,3682.696,2872241.047,-1523269.003,-1521476.853,,,,,,,-1792.15,-10462.932,-9130.84,,,-1542862.775,,18019318.901
Minnesota Teachers,,2014 TRA CAFR p 27,,CM,,-3896.404,,,,,58,0,0,2014,294632.331,299299.837,,,,,22647.824,616579.992,3277719.394,,,,,,,,,,,,,,-28205.607,12182.343,-4003.501,-107.097,3855.566,3878128.187,-1581766.643,-1580119.828,,,,,,,-1646.815,-12566.217,-9429.749,,,-1603762.609,,20293684.479
Minnesota Teachers,,2015 TRA CAFR p 27,As of 6/30/2015 Merge with Duluth TRS ,TP,,-4261.63,,,,,58,0,0,2015,331904.841,337366.313,,,,,22347.839,691618.993,896823.166,,,,,,,,,,,,,,-28464.006,15577.106,-4875.619000000001,-613.989,3278.034,1573957.314,-1631504.015,-1630157.184,,,,,,,-1346.831,-11627.2,-10367.701,,,-1653498.916,,20214142.877
Minnesota Teachers,,2016 TRA CAFR p 27,INCLUDES DULUTH TEACHERS',CM,,-4219.287,,,,,58,0,0,2016,354961.14,347255.904,,,,,37547.97300000001,739765.017,-9471.299000000001,,,,,,,,,,,,,,-26264.4,20348.092,-8283.986000000001,-4064.699,3568.887,719662.311,-1718693.913,-1716733.35,,,,,,,-1960.563,-11289.626,-11338.305,,,-1741321.844,,19424431.199
Mississippi PERS,,,,cmg,25227,-98896,,,,,59,0,0,2001,310257,418281,,,,,,728538,-1607921,,,,460966,,,,,,,,,,-21575,82690,-98896,,646,-430325,-759282,-759282,,,,,,,,-65370,-8657,-186,,-833495,,14946198
Mississippi PERS,,,,cmg,10468,-40731,,,,,59,0,0,2002,317563,428122,,,,,,745685,-1412339,,,,451908,,,,,,,,,,-21140,38144,-40731,,598,-227407,-847655,-847655,,,,,,,,-62126,-8112,-181,-1,-918075,,13800716
Mississippi PERS,,,,cmg,10493,-25949,,,,,59,0,0,2003,333297,448263,,,,,,781560,20630,,,,446360,,,,,,,,,,-19729,20378,-25949,,607,1234350,-951158,-951158,,,,,,,,-61923,-9578,-219,-5,-1022883,,14012183
Mississippi PERS,,,,cmg,4228,-19337,,,,,59,0,0,2004,358241,459567,,,,,,817808,1579541,,,,445110,,,,,,,,,,-25612,19323,-19337,,596,2821657,-1033205,-1033205,,,,,,,,-67245,-9512,-218,,-1110180,,15723660
Mississippi PERS,,,,cmg,22140,-46984,,,,,59,0,0,2005,365355,492434,,,,,,857789,1050461,,,,476680,,,,,,,,,,-26054,30836,-46984,,530,2365398,-1116405,-1116405,,,,,,,,-71064,-10442,-612,,-1198523,,16890535
Mississippi PERS,,,,cmg,30231,-150601,,,,,59,0,0,2006,375612,557831,,,,,,933443,1300551,,,,498583,,,,,,,,,,-31449,130538,-150601,,580,2711876,-1198230,-1198230,,,,,,,,-73344,-9211,-563,,-1281348,,18321063
Mississippi PERS,,,,cmg,31549,-283000,,,,,59,0,0,2007,392268,610888,,,,,,1003156,2844068,,,,581899,,,,,,,,,,-35727,263773,-283000,,604,4406322,-1291456,-1291456,,,,,,,,-72572,-9846,-485,,-1374369,,21353016
Mississippi PERS,,,,cmg,-20822,-203104,,,,,59,0,0,2008,417119,683189,,,,,,1100308,-2308419,,,,620241,,,,,,,,,,-35719,222389,-203104,,637,-624489,-1393175,-1393175,,,,,,,,-72750,-11078,-455,,-1477458,,19251069
Mississippi PERS,,,,cmg,12753,-31420,,,,,59,0,0,2009,434081,713569,,,,,,1147650,-4245528,,,,522792,,,,,,,,,,-25937,50324,-31420,,657,-2568709,-1465500,-1465500,,,,,,,,-70050,-11823,-500,,-1547873,,15134487
Mississippi PERS,,,,jp,34068,-1312,,1,,,59,0,0,2010,439397,731544,,,,,,1170941,1682992,,,,459918,,,,,,,,,,-33121,6204,-1312,,610,3320300,-1580808,-1580808,,,,,,,,-73580,-11739,-446,,-1666573,,16788214
Mississippi PERS,,,,cmg,8134,-2391,,,,,59,0,0,2011,533369,723836,,,,,,1257205,3676915,,,,514235,,,,,,,,,,-41809,11958,-2391,,639,5424886,-1734475,-1734475,,,,,,,,-88343,-12637,-409,,-1835864,,20377236
Mississippi PERS,,,,cm,3228,-2682,,,,,59,0,0,2012,545587,768914,,,,,,1314501,-421753,,,,507764,,,,,,,,,,-43332,16370,-2682,,664,1374760,-1862826,-1862826,,,,,,,,-93379,-13744,-660,,-1970609,,19781387
Mississippi PERS,,,,CM,-326,-2667,,,,,59,0,0,2013,547792,881847,,,,,,1429639,2073785,,,,525119,,,,,,,,,,-49140,17326,-2667,,691,3994427,-1965660,-1965660,,,,,,,,-108365,-14106,-772,,-2088903,,21686911
Mississippi PERS,,2014 CAFR p 34,,CM,928,,,,,,59,0,0,2014,549528,969674,,,,,,1519202,3405962,,,,565374,,,,,,,,,,-81720,17809,-2625,,885,5425815,-2099843,-2099843,,,,,,,,-121532,-13454,-778,,-2235607,,24877119
Mississippi PERS,,2015 CAFR p 32,,TP,-2085,,,,,,59,0,0,2015,557909,996478,,,,,,1554387,355435,,,,545819,,,,,,,,,,-87089,18151,-2565,,670,2382723,-2219240,-2219240,,,,,,,,-119356,-14119,-571,,-2353286,,24906556
Mississippi PERS,,,,TP,1706,,,,,,59,0,0,2016,572574,1021261,,,,,,1593835,-329040,,,,528249,,,,,,,,,,-87355,22694,-3035,,633,1727687,-2367709,-2367709,,,,,,,,-112926,-15764,-509,,-2496908,,24135016
Missouri DOT and Highway Patrol,,,,kn,,,,,,,60,0,0,2001,0,81353.019,,,,,,81353.019,-74163.32700000001,,,,44253.447,,,,,,,,,,-3127.367,80.67100000000001,,,,48396.4429999999,-111985.064,-111985.064,,,,,,,,,-835.215,,,-112820.278999999,,1413243.548
Missouri DOT and Highway Patrol,,,,kn,,,,,,,60,0,0,2002,0,78080.72199999991,,,,,,78080.72199999991,-125251.535999999,,,,40820.321,,,,,,,,,,-3919.587,98.402,,,,-10171.678,-133498.818,-133498.818,,,,,,,,,-1334.555,,,-134833.372999999,,1268238.497
Missouri DOT and Highway Patrol,,,,kn,,,,,,,60,0,0,2003,0,79390.57000000001,,,,,,79390.57000000001,4530.384,,,,34878.014,,,,,,,,,,-3011.65299999999,129.258,,,,115916.573,-144334.345,-144334.345,,,,,,,,,-1451.855,,,-145786.2,3181.458000000101,1241550.328
Missouri DOT and Highway Patrol,,,,kn,,,,,,,60,0,0,2004,0,86724.914,,,,,842.6649999999991,87567.5789999999,156458.003,,,,27980.784,,,,,104.384,,,,,-4108.41799999999,476.154,,,33.8509999999999,268512.336,-154987.027,-154987.027,,,,,,,,,-1639.133,,,-156626.16,,1353436.50499999
Missouri DOT and Highway Patrol,,,,kn,,,,,,,60,0,0,2005,0,102240.145,,,,,364.68,102604.825,152402.693,,,,,,,,,,,,,,-8268.302999999991,3793.092,-3286.414,,31.1039999999999,247276.997,-157742.337,-157742.337,,,,,,,,,-1916.592,,,-159658.929,,1441054.573
Missouri DOT and Highway Patrol,,,,kn,,,,,,,60,0,0,2006,0,111271.679,,,,,271.038,111542.717,224165.361,,,,,,,,,,,,,,-12453.181,5592.832,-5098.774,,41.542,323790.496999999,-164997.405999999,-164997.405999999,,,,,,,,,-1927.594,,,-166925,,1597920.07
Missouri DOT and Highway Patrol,,,,kn,,,,,,,60,0,0,2007,0,121264.532,,,,,529.926,121794.458,300593.853999999,,,,,,,,,,,,,,-17512.525,7136.443,-6668.348,,31.58,405375.462,-175970.478999999,-175970.478999999,,,,,,,,,-2120.764,,,-178091.242999999,,1825204.289
Missouri DOT and Highway Patrol,,,,kn,,,,,,,60,0,0,2008,0,123335.151,,,,,1192.527,124527.678,-39140.46,,,,23442.8309999999,,,,,,,,,,-27631.771,3848.348,-3434.83399999999,,31.5459999999999,81643.338,-185801.361999999,-185801.361999999,,,,,,,,,-2371.215,,,-188172.576999999,,1718675.05
Missouri DOT and Highway Patrol,,,,kn,,,,,,,60,0,0,2009,0,122599.301,,,,,444,123043.301,-427918.465,,,,20639.463,,,,,,,,,,-19379.111,701.751999999999,-308.95,,33.5709999999999,-303188.439,-192013.25,-192013.25,,,,,,,,,-2339.501,,,-194352.750999999,,1221133.86
Missouri DOT and Highway Patrol,,,,jp,,,,1,1,,60,0,0,2010,0,124052.534,,,,,424.172,124476.706,163585.646,,,,20810.73,,,,,,,,,,-18067.4429999999,169.46,-191.339,,33.145,290816.905,-196721.274,-196721.274,,,,,,,,,-2512.181,,,-199233.454999999,,1312717.31
Missouri DOT and Highway Patrol,,,,cmg,,,,,,,60,0,0,2011,45.3609999999999,150022.168999999,,,,,18063.26,168130.79,271818.668999999,,,,26222.2449999999,,,,,,,,,,-18538.828,191.718999999999,-81.753,,33.1409999999999,447775.983,-202153.768,-202153.768,,,,,,,,,-2658.849,,,-204812.617,,1555680.676
Missouri DOT and Highway Patrol,,,,,,,,,,,60,0,0,2012,202.842999999999,164880.14,,,,,1173.852,166256.834999999,24342.5279999999,,,,34245.4069999999,,,,,,,,,,-16706.4039999999,173.381,36.652,,13.76,208362.159,-219704.32,-219704.32,,,,,,,,,-2934.969,,,-222639.288999999,,1541403.546
Missouri DOT and Highway Patrol,,,,CM,,,,,,,60,0,0,2013,503.55,170836.117,,,,,2363.734,173703.401,186554.238,,,,32892.138,,,,,,,,,,-21481.798,222.357,-47.497,,1.65,371844.489,-224518.1,-224518.1,,,,,,,,,-2997.225,,,-227515.325,,1685732.71
Missouri DOT and Highway Patrol,,2014 CAFR p Sec1:8,,CM,,,,,,,60,0,0,2014,1282.379,183353.841,,,,,2762.566,187398.786,296466.951,,,,42844.252,,,,,,,,,,-20130.262,258.11,-6.604,,.125,506844.566,-231384.708,-231384.708,,,,,,,,,-3736.355,,,-235121.063,,1957456.213
Missouri DOT and Highway Patrol,,2015 CAFR p 29,,TP,,,,,,,60,0,0,2015,2086,200638.571,,,,,2322.599,205047.17,59440.132,,,,55794.806,,,,,,,,,,-22797.145,208.633,1.003,,.148,297692.741,-241714.876,-241714.876,,,,,,,,,-4066.944,,,-245781.82,,2009367.134
Missouri DOT and Highway Patrol,,2016 CAFR p 29,,TF(CM),,,,,,,60,0,0,2016,2503.824,199609.396,,,,,3708.368,205821.588,-10145.015,,,,55077.632,,,,,,,,,,-23703.885,369.159,-165.801,,.005,227253.683,-238056.454,-224098.038,-2461.25,-820,-10677.166,,,,,-198.106,-4370.86,,-1921.451,-244546.871,,1992073.946
Missouri Local,,,,,,-707.672,,,,,61,0,0,2001,5586.93699999999,82716.56600000001,,,,,,88303.5029999999,-166456.764,,33699.947,17794.0449999999,51493.9919999999,,,,,662.0879999999991,,,,,-5060.55199999999,26111.8519999999,-24695.496,-23987.824,,-29641.377,-59301.6319999999,-59301.6319999999,,,,,,,,-2318.561,-1700.087,,,-63320.28,,2481335.00999999
Missouri Local,,,,kn,,-588.221,,,,,61,0,0,2002,6584.05199999999,85712.3439999999,,,,,,92296.39599999991,-170533.69,,29824.9029999999,20954.7959999999,50779.6989999998,,,,,1541.731,,,,,-5262.52,10505.333,-9157.766,-8569.545,,-29830.8169999999,-65506.362,-65506.362,,,,,,,,-1730.345,-1936.41799999999,,,-69173.125,,2382331.068
Missouri Local,,,,kn,,-391.860999999999,,,,,61,0,0,2003,7265.502,84574.50199999991,,,,,,91840.004,-9864.84399999999,,25929.285,24513.791,50443.076,,,,,3299.159,,,,,-5406.78799999999,6016.091,-5101.750999999999,-4709.89,,131224.946999999,-73193.2379999999,-73193.2379999999,,,,,,,,-2186.992,-2176.27799999999,,,-77556.508,,2435999.507
Missouri Local,,,,kn,,-507.46,,,,,61,0,0,2004,7786.86499999999,94205.59699999991,,,,,,101992.462,347646.31,,22526.999,29088.986,51615.985,,,,,2128.027,,,,,-6910.39,4923.19499999999,-3738.75399999999,-3231.29399999999,,497656.835,-87054.856,-87054.856,,,,,,,,-3361.15299999999,-2750.65299999999,,,-93166.6619999999,,2840489.68
Missouri Local,,,,kn,,-581.09,,,,,61,0,0,2005,8298.845999999991,104282.742,,,,,,112581.588,285012.522999999,,24983.162,37555.819,62538.981,,,,,968.102999999999,,,,,-7589.358,12803.491,-11446.942,-10865.852,,454868.386,-100540.484,-100540.484,,,,,,,,-3967.389,-2466.27,,,-106974.143,,3188383.92499999
Missouri Local,,,,kn,,-570.984,,,,,61,0,0,2006,7189.7,115550.424,,,,,,122740.124,211569.736,,26227.2949999999,42587.004,68814.2989999999,,,,,-389.552,,,,,-7772.345,26530.772,-24903.859,-24332.875,,396589.174999999,-111023.777,-111023.777,,,,,,,,-2289.098,-2759.577,,,-116072.452,,3468900.642
Missouri Local,,,,kn,,-566.282,,,,,61,0,0,2007,7588.622,128938.636,,,,,,136527.258,527113.731999999,,31031.1389999999,46453.415,77484.5539999999,,,,,5543.327,,,,,-9040.141999999991,38214.587,-36514.623,-35948.341,,739328.692999999,-121741.880999999,-121741.880999999,,,,,,,,-1718.953,-2711.067,,,-126171.901,,4082057.43399999
